ID,GX,GY,Species,Tag,PrevStatus,PrevIDqual,PrevHt,Cell,PrevComments,StandID,Plot,PrevYear
648100368,88,17,PSME,48782,1,S,113,I9,Species updated from BENE,BURNED,648,2023
648100369,39,27,BENE,48783,1,S,80,D8,,BURNED,648,2023
658100370,69,88,BENE,48784,1,S,29,G2,,BURNED,658,2023
650100371,84,33,BENE,48786,1,S,82,I7,,BURNED,650,2023
650100372,9,80,BENE,48787,1,S,49,A2,,BURNED,650,2023
648100373,60,81,BENE,48788,1,S,134,G2,,BURNED,648,2023
654100374,85,94,PSME,48792,1,S,108,I1,,BURNED,654,2023
658100375,42,86,BENE,48793,1,S,49,E2,,BURNED,658,2023
658100376,33,30,BENE,48795,1,S,62,C7,,BURNED,658,2023
651100377,56,25,BENE,48797,1,S,25,F8,,BURNED,651,2023
650100378,0,51,BENE,48799,1,S,62,A5,,BURNED,650,2023
